,지역,규모,연도,월,분양가
160,인천, 60㎡이하,2019,3,3415
161,인천, 60㎡초과 85㎡이하,2019,3,3907
162,인천, 85㎡초과 102㎡이하,2019,3,3773
163,인천, 102㎡초과,2019,3,4808
164,인천, 60㎡이하,2019,4,3415
165,인천, 60㎡초과 85㎡이하,2019,4,3907
166,인천, 85㎡초과 102㎡이하,2019,4,3773
167,인천, 102㎡초과,2019,4,4808
168,인천, 60㎡이하,2019,5,3729
169,인천, 60㎡초과 85㎡이하,2019,5,3923
170,인천, 85㎡초과 102㎡이하,2019,5,3773
171,인천, 102㎡초과,2019,5,4808
172,인천, 60㎡이하,2019,6,3822
173,인천, 60㎡초과 85㎡이하,2019,6,3919
174,인천, 85㎡초과 102㎡이하,2019,6,3773
175,인천, 102㎡초과,2019,6,4808
176,인천, 60㎡이하,2019,7,3822
177,인천, 60㎡초과 85㎡이하,2019,7,3919
178,인천, 85㎡초과 102㎡이하,2019,7,3773
179,인천, 102㎡초과,2019,7,4808
180,인천, 60㎡이하,2019,8,3782
181,인천, 60㎡초과 85㎡이하,2019,8,3966
182,인천, 85㎡초과 102㎡이하,2019,8,3773
183,인천, 102㎡초과,2019,8,5188
184,인천, 60㎡이하,2019,9,3782
185,인천, 60㎡초과 85㎡이하,2019,9,3966
186,인천, 85㎡초과 102㎡이하,2019,9,3773
187,인천, 102㎡초과,2019,9,5188
188,인천, 60㎡이하,2019,10,3866
189,인천, 60㎡초과 85㎡이하,2019,10,3956
190,인천, 85㎡초과 102㎡이하,2019,10,3881
191,인천, 102㎡초과,2019,10,5185
192,인천, 60㎡이하,2019,11,3911
193,인천, 60㎡초과 85㎡이하,2019,11,3922
194,인천, 85㎡초과 102㎡이하,2019,11,3904
195,인천, 102㎡초과,2019,11,4768
196,인천, 60㎡이하,2019,12,3993
197,인천, 60㎡초과 85㎡이하,2019,12,3989
198,인천, 85㎡초과 102㎡이하,2019,12,3981
199,인천, 102㎡초과,2019,12,4768
200,인천, 60㎡이하,2020,1,3985
201,인천, 60㎡초과 85㎡이하,2020,1,4001
202,인천, 85㎡초과 102㎡이하,2020,1,3981
203,인천, 102㎡초과,2020,1,4768
204,인천, 60㎡이하,2020,2,3994
205,인천, 60㎡초과 85㎡이하,2020,2,4079
206,인천, 85㎡초과 102㎡이하,2020,2,3981
207,인천, 102㎡초과,2020,2,4958
