,지역,규모,연도,월,분양가
163,강원, 102㎡초과,2019,4,2628
164,강원, 60㎡이하,2019,5,2523
165,강원, 60㎡초과 85㎡이하,2019,5,2489
166,강원, 85㎡초과 102㎡이하,2019,5,3329
167,강원, 102㎡초과,2019,5,2574
168,강원, 60㎡이하,2019,6,2540
169,강원, 60㎡초과 85㎡이하,2019,6,2500
170,강원, 85㎡초과 102㎡이하,2019,6,3329
171,강원, 102㎡초과,2019,6,2574
172,강원, 60㎡이하,2019,7,2550
173,강원, 60㎡초과 85㎡이하,2019,7,2475
174,강원, 85㎡초과 102㎡이하,2019,7,3329
175,강원, 102㎡초과,2019,7,2823
176,강원, 60㎡이하,2019,8,2574
177,강원, 60㎡초과 85㎡이하,2019,8,2476
178,강원, 85㎡초과 102㎡이하,2019,8,3329
179,강원, 102㎡초과,2019,8,2823
180,강원, 60㎡이하,2019,9,2547
181,강원, 60㎡초과 85㎡이하,2019,9,2458
182,강원, 85㎡초과 102㎡이하,2019,9,3329
183,강원, 102㎡초과,2019,9,3233
184,강원, 60㎡이하,2019,10,2563
185,강원, 60㎡초과 85㎡이하,2019,10,2442
186,강원, 85㎡초과 102㎡이하,2019,10,3329
187,강원, 102㎡초과,2019,10,3233
188,강원, 60㎡이하,2019,11,2561
189,강원, 60㎡초과 85㎡이하,2019,11,2489
190,강원, 85㎡초과 102㎡이하,2019,11,3329
191,강원, 102㎡초과,2019,11,3598
192,강원, 60㎡이하,2019,12,2561
193,강원, 60㎡초과 85㎡이하,2019,12,2489
194,강원, 85㎡초과 102㎡이하,2019,12,3329
195,강원, 102㎡초과,2019,12,3598
196,강원, 60㎡이하,2020,1,2560
197,강원, 60㎡초과 85㎡이하,2020,1,2464
198,강원, 85㎡초과 102㎡이하,2020,1,3329
199,강원, 102㎡초과,2020,1,3891
200,강원, 60㎡이하,2020,2,2560
201,강원, 60㎡초과 85㎡이하,2020,2,2501
202,강원, 85㎡초과 102㎡이하,2020,2,3329
203,강원, 102㎡초과,2020,2,3906
