,지역,규모,연도,월,분양가
188,충남, 60㎡이하,2019,12,2382
189,충남, 60㎡초과 85㎡이하,2019,12,2666
190,충남, 85㎡초과 102㎡이하,2019,12,3201
191,충남, 102㎡초과,2019,12,2835
192,충남, 60㎡이하,2020,1,2382
193,충남, 60㎡초과 85㎡이하,2020,1,2666
194,충남, 85㎡초과 102㎡이하,2020,1,3201
195,충남, 102㎡초과,2020,1,2835
196,충남, 60㎡이하,2020,2,2389
197,충남, 60㎡초과 85㎡이하,2020,2,2622
198,충남, 85㎡초과 102㎡이하,2020,2,3201
199,충남, 102㎡초과,2020,2,2835
